-1,-1,151.04241953835353,-1,-1,-1,-1,-1
-1,110.37351358002516,-1,-1,-1,146.4995733782184,157.33344367933984,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,107.08057713703265,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,42.50441153574532,-1,-1,51.97355096585185,-1,-1
-1,54.66545984440266,-1,-1,-1,53.66854292786418,-1,-1
-1,-1,-1,-1,-1,56.90177940978648,-1,-1
-1,62.310713364557145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
50.85395756477563,-1,-1,-1,-1,46.50873573856851,55.25226239711818,-1
47.992838007352724,51.43260152860246,-1,-1,-1,44.73323708385075,54.70146250330058,40.68553182643678
46.20944167591727,48.53091798019073,-1,-1,-1,42.9861896427213,54.08326913195984,-1
43.84418433498336,45.311422400979644,41.45027141045038,-1,49.43809260074664,40.33376377180786,-1,-1
43.2030091544559,43.85487430149584,41.11341022099724,-1,-1,38.92701504097123,-1,-1
-1,-1,-1,-1,-1,37.5,49.90052604933138,36.15677668155722
41.84271143221959,41.46157859995203,40.35235433032378,-1,-1,37.30030160735969,-1,-1
-1,30.291294128841706,-1,-1,49.54417221026102,37.566607512523674,50.91659847240387,39.73191412454225
51.650871241441806,30.99193443462347,-1,-1,-1,38.05916446797013,50.91659847240387,-1
51.24451190127583,30.770318490389403,54.502293529722216,-1,-1,38.05916446797013,50.91659847240387,-1
51.318247242087295,30.460014773469826,54.502293529722216,-1,-1,38.102657387641614,50.91659847240387,-1
51.39309292113095,30.700162866017504,54.59681767282778,-1,-1,38.43988813719415,51.23048408906556,-1
51.39309292113095,30.631886980726474,54.270733365231024,-1,-1,38.242646351945886,50.98284025042151,-1
51.39309292113095,30.700162866017504,54.59681767282778,-1,50.38911092686593,38.43988813719415,50.91659847240387,-1
50.28916384272063,28.71410803072246,53.180118465456616,-1,47.59464255564905,38.52920969861697,40.512343797909296,-1
50.20271407005801,28.6574597618142,53.71219600798314,-1,-1,-1,40.527768258318886,-1
50.59644256269407,28.609439001839934,53.58754519475584,-1,-1,38.83056141752267,40.537791010364636,-1
50.35933379225742,28.609439001839934,53.69182898728632,-1,-1,38.58108344772085,40.549352645880795,-1
50.284192347098504,28.609439001839934,54.25057603380816,-1,-1,38.58108344772085,40.549352645880795,-1
50.284192347098504,28.588677828818877,-1,-1,-1,38.84745808930103,-1,-1
50.284192347098504,28.588677828818877,-1,-1,-1,38.58108344772085,-1,-1
49.34065261019558,33.612683617943986,52.80151512977634,-1,-1,42.1070065428546,50.83859262410792,-1
49.493686466053425,-1,52.80151512977634,-1,47.043862511490275,42.08993347583244,50.82445277619819,33.530769451356164
-1,34.40385152857162,-1,-1,-1,42.573465914816005,51.088159097779204,-1
49.72989543524096,34.65274159428082,53.15366873509297,-1,47.51381378083641,42.573465914816005,51.32372745621658,-1
50.284192347098504,34.677081768799404,-1,-1,47.762432936357,42.82303702448018,-1,-1
50.284192347098504,34.677081768799404,53.71219600798314,-1,-1,43.072613108563544,-1,-1
50.75677294706589,34.92581423531884,53.71219600798314,-1,48.011066432646544,43.308486466280485,51.573370066343344,-1
52.43627084375852,35.531676008879735,56.24611097667109,-1,48.85821322971195,43.6212390929006,41.548164821084455,45.106817666512455
52.974050251042726,36.94083106807425,-1,-1,49.26015123809508,43.502873468312416,41.50301193889427,44.477522413012174
53.090135618587375,38.14855829517021,-1,-1,49.25063451367911,44.02556075736003,-1,44.56035233253884
53.3689984916337,38.64340176537257,58.309518948453004,42.81719864727257,50.00562468362934,44.28459099957907,41.752993904629164,-1
53.84294289876808,39.8261848536864,59.14442070051916,-1,50.53958844312051,-1,42.25665628040155,-1
53.93630502731903,40.893153461184674,59.57400859435262,-1,50.574820810359775,44.72694937059759,-1,-1
53.39768253398269,41.83897704294406,59.69976968129777,-1,50.67852109128679,-1,-1,-1
53.50934497823721,40.577087130546964,61.02304892415652,-1,50.2400487658999,-1,44.50280890011326,-1
